date,open,high,low,close,volume
2000-03-02,1.1985,1.1985,1.1051,1.1088,19104000
2000-03-03,1.1099,1.1386,1.1004,1.1268,27369600
2000-03-06,1.1339,1.2200,1.1099,1.1195,43209600
2000-03-07,1.4305,1.6697,1.3731,1.5943,195220800
2000-03-08,1.5935,1.6218,1.4783,1.6075,66873600
2000-03-09,1.6266,2.0668,1.6218,1.9194,95294400
2000-03-10,2.0189,2.7748,2.0074,2.2581,216120000
2000-03-13,2.0476,2.8705,2.0476,2.8571,241516800
2000-03-14,2.8399,2.8399,2.0668,2.1070,156777600
2000-03-15,2.2581,2.3175,1.9519,2.0208,99561600
2000-03-16,2.0859,2.1586,1.7726,1.8021,75038400
2000-03-17,1.7606,2.0476,1.7602,1.9114,55761600
2000-03-20,1.9787,2.0495,1.8492,1.9100,36528000
2000-03-21,1.9137,1.9309,1.6649,1.8157,53664000
2000-03-22,1.8300,1.8850,1.7989,1.8287,23059200
2000-03-23,1.8121,1.9615,1.8084,1.8610,30940800
2000-03-24,1.8490,1.9328,1.7223,1.7834,23160000
2000-03-27,1.7797,1.8371,1.6505,1.6660,38894400
2000-03-28,1.6086,1.6266,1.5118,1.5417,39331200
2000-03-29,1.5478,1.5836,1.3778,1.4400,46944000
2000-03-30,1.3970,1.5644,1.3491,1.4316,36192000
2000-03-31,1.5294,1.6817,1.5022,1.6167,96297600
2000-04-03,1.6021,1.6075,1.4485,1.4904,32995200
2000-04-04,1.5596,1.5956,1.0908,1.4353,51379200
2000-04-05,1.4496,1.8658,1.3755,1.7546,63960000
2000-04-06,1.8360,1.9290,1.7487,1.8360,40459200
2000-04-07,1.8982,2.0094,1.8467,1.9634,31857600
2000-04-10,1.9960,2.1127,1.7522,1.7893,39528000
2000-04-11,1.6649,1.8180,1.5309,1.6829,45758400
2000-04-12,1.6852,1.7223,1.5022,1.5082,31344000
2000-04-13,1.5202,1.5740,1.4186,1.4437,31329600
2000-04-14,1.3516,1.4555,1.2535,1.3166,42192000
2000-04-17,1.2056,1.4353,1.2056,1.3838,29409600
2000-04-18,1.5231,1.7175,1.4783,1.6291,47750400
2000-04-19,1.6804,1.7032,1.5309,1.5512,27835200
2000-04-20,1.5931,1.6230,1.5214,1.5430,15393600
2000-04-24,1.4544,1.5191,1.3899,1.4664,20596800
2000-04-25,1.5321,1.6745,1.5286,1.6266,24969600
2000-04-26,1.7403,1.7797,1.6075,1.6100,25411200
2000-04-27,1.5022,1.7583,1.4938,1.7414,28099200
2000-04-28,1.7690,1.8371,1.7057,1.7057,17904000
2000-05-01,1.7701,1.8084,1.7187,1.7606,11942400
2000-05-02,1.7606,1.8635,1.6435,1.6925,23400000
2000-05-03,1.6817,1.7367,1.5309,1.6649,32918400
2000-05-04,1.6613,1.7558,1.6469,1.6852,24120000
2000-05-05,1.6781,1.8036,1.6553,1.7631,17059200
2000-05-08,1.7175,1.7797,1.6961,1.6984,18513600
2000-05-09,1.7271,1.7414,1.6266,1.6745,17683200
2000-05-10,1.6578,1.6590,1.4952,1.5095,27408000
2000-05-11,1.5309,1.6016,1.5107,1.5740,24590400
2000-05-12,1.6171,1.7032,1.5262,1.5262,18782400
2000-05-15,1.5191,1.6578,1.4448,1.6314,28209600
2000-05-16,1.7032,1.8503,1.6840,1.7989,36643200
2000-05-17,1.8945,2.1931,1.8934,2.1146,129062400
2000-05-18,2.1261,2.1605,1.9577,1.9711,50990400
2000-05-19,1.9137,2.0189,1.8993,1.9539,52118400
2000-05-22,1.9328,2.0821,1.7617,2.0821,51715200
2000-05-23,2.0285,2.2562,1.9960,2.0649,77856000
2000-05-24,2.0629,2.0955,1.7654,2.0381,73963200
2000-05-25,2.0687,2.1912,1.9845,2.0094,56918400
2000-05-26,2.0189,2.0744,1.8945,2.0189,18345600
2000-05-30,2.0744,2.1548,2.0649,2.1031,30364800
2000-05-31,2.0955,2.2199,2.0955,2.1586,46953600
2000-06-01,2.2486,2.2696,2.1892,2.2447,41899200
2000-06-02,2.2926,2.5452,2.2926,2.5184,59217600
2000-06-05,2.5146,2.6983,2.4131,2.5720,49190400
2000-06-06,2.5815,2.6772,2.4304,2.4438,37588800
2000-06-07,2.4265,2.4457,2.2983,2.3347,33235200
2000-06-08,2.3940,2.3978,2.2581,2.3519,46070400
2000-06-09,2.3978,2.5260,2.3615,2.4189,46728000
2000-06-12,2.4304,2.4514,2.3021,2.3557,38001600
2000-06-13,2.2888,2.4304,2.2773,2.4285,44784000
2000-06-14,2.4744,2.4878,2.3940,2.4265,27508800
2000-06-15,2.4189,2.4897,2.2888,2.4897,33859200
